KEYWORD,MSV FEB 2020,MSV MAR 2020,MSV April 2020,MONTH TO MONTH TREND,CATEGORY,CONSUMER IMPACT
trip insurance for any reason,140,320,70,-78%,Travel - Cancellation - Insurance,Financial Hardship
air travel insurance,260,320,70,-78%,Travel - Insurance,Health & Safety
best flight insurance,260,320,70,-78%,Travel - Insurance - Best,Financial Hardship
when to buy travel insurance,390,320,70,-78%,Travel - Insurance - Question,Financial Hardship
changing an american airlines flight,70,140,30,-79%,Travel - Airline - Change,Travel Distruption
air traffic news,20,140,30,-79%,Travel - Airline - News,Financial Hardship
cancel disney resort reservation,40,140,30,-79%,Travel - Cancellation - Reserve,Financial Hardship
choice hotels refund policy,20,140,30,-79%,Travel - Hotel - Refund,Financial Hardship
travel interruption insurance,110,140,30,-79%,Travel - Insurance,Financial Hardship
credit card with travel insurance included,140,140,30,-79%,Travel - Insurance - Credit,Financial Hardship
who are the best travel insurance companies,590,140,30,-79%,Travel - Insurance - Question,Financial Hardship
domestic travel safety tips,40,140,30,-79%,Travel - Safe,Health & Safety
united states travel warnings,320,"1,000",210,-79%,Travel - Airline,Health & Safety
is it safe to travel to florida this weekend,20,"1,000",210,-79%,Travel - Safe - Question,Health & Safety
travel ban to the us,140,"1,000",210,-79%,Travel - Travel Ban,Health & Safety
united travel insurance,880,"1,900",390,-79%,Travel - Airline - Insurance,Health & Safety
free cancellation flights,480,"1,900",390,-79%,Travel - Cancellation,Financial Hardship
cancel hotel reservation,590,"1,900",390,-79%,Travel - Hotel - Cancellation,Financial Hardship
flight travel insurance,"1,000","1,900",390,-79%,Travel - Insurance,Health & Safety
american airlines flight change policy,720,"2,900",590,-80%,Travel - Airline - Change,Travel Distruption
hotel cancellation policy,720,"2,900",590,-80%,Travel - Hotel - Cancellation,Financial Hardship
american airlines flight insurance,"1,300","2,900",590,-80%,Travel - Insurance,Financial Hardship
southwest cancel flight,"12,100","110,000",22200,-80%,Travel - Airline - Cancellation,Health & Safety
southwest cancelation policy,"14,800","49,500",9900,-80%,Travel - Airline - Cancellation,Health & Safety
southwest cancellation policy,"14,800","49,500",9900,-80%,Travel - Airline - Cancellation,Health & Safety
southwest policy on cancellations,10,50,10,-80%,Travel - Airline - Cancellation,Financial Hardship
alaska airlines flight cancellation policy,260,"1,600",320,-80%,Travel - Airline - Cancellation - Policy,Financial Hardship
cancel non refundable american airlines ticket,10,50,10,-80%,Travel - Airline - Cancellation - Question,Health & Safety
cancel flight on spirit airlines,20,50,10,-80%,Travel - Airline - Cancellation - Question,Health & Safety
can you refund united airlines tickets,20,50,10,-80%,Travel - Airline - Cancellation - Refund - Question,Financial Hardship
can i change my flight with delta,20,50,10,-80%,Travel - Airline - Change - Question,Travel Distruption
how do i change a flight on american airlines,20,50,10,-80%,Travel - Airline - Change - Question,Travel Distruption
can you change your american airlines flight,30,50,10,-80%,Travel - Airline - Change - Question,Travel Distruption
aircraft interior cleaning procedures,20,50,10,-80%,Travel - Airline - Cleanliness,Health & Safety
disinfectant wipes for plane,40,50,10,-80%,Travel - Airline - Cleanliness,Health & Safety
united cancellation policy,"5,400","40,500",8100,-80%,Travel - Airline - News,Financial Hardship
spirit refund policy,"1,000","4,400",880,-80%,Travel - Airline - Refund,Financial Hardship
postponing airline tickets,10,50,10,-80%,Travel - Airline - Ticket,Health & Safety
united cancel flight,"6,600","74,000",14800,-80%,Travel - Cancellation,Financial Hardship
united airlines cancel flight,"4,400","60,500",12100,-80%,Travel - Cancellation,Financial Hardship
delta ticket cancellation,260,"1,600",320,-80%,Travel - Cancellation,Health & Safety
flight cancellation status,10,50,10,-80%,Travel - Cancellation,Financial Hardship
flight ticket cancellation charges,20,50,10,-80%,Travel - Cancellation - Charges,Financial Hardship
airfare insurance any reason,20,50,10,-80%,Travel - Cancellation - Insurance,Financial Hardship
buying trip cancellation insurance,40,50,10,-80%,Travel - Cancellation - Insurance,Financial Hardship
can you cancel your spirit flight,20,50,10,-80%,Travel - Cancellation - Question,Health & Safety
rebook flight united,10,50,10,-80%,Travel - Fees - Rebooking,Financial Hardship
w hotel cancellation policy,10,50,10,-80%,Travel - Hotel - Cancellation,Financial Hardship
hotel cancelation,20,50,10,-80%,Travel - Hotel - Cancellation,Financial Hardship
how much is a hotel cancellation fee,30,50,10,-80%,Travel - Hotel - Cancellation,Financial Hardship
hotels com cancellation refund,140,"1,600",320,-80%,Travel - Hotel - Refund,Financial Hardship
hotels non refundable reservations,10,50,10,-80%,Travel - Hotel - Refund,Financial Hardship
delta travel insurance,"1,300","2,400",480,-80%,Travel - Insurance,Financial Hardship
flight cancellation insurance,"1,600","2,400",480,-80%,Travel - Insurance - Cancellation,Financial Hardship
what does travel insurance cover,"2,900","4,400",880,-80%,Travel - Insurance - Question,Financial Hardship
what does flight insurance cover,880,"1,600",320,-80%,Travel - Insurance - Question,Financial Hardship
american airlines updates,90,"2,400",480,-80%,Travel - News,Health & Safety
flight travel updates,10,50,10,-80%,Travel - News,Health & Safety
can i refund my flight ticket,20,50,10,-80%,Travel - Refund - Question,Financial Hardship
can flight tickets be refunded,30,50,10,-80%,Travel - Refund - Question,Financial Hardship
airport restrictions,320,"1,600",320,-80%,Travel - Restriction,Travel Distruption
no travel list,390,"1,600",320,-80%,Travel - Travel Ban,Health & Safety
information on travel ban,10,50,10,-80%,Travel - Travel Ban,Health & Safety
impact of travel ban,20,50,10,-80%,Travel - Travel Ban,Health & Safety
jetblue cancellation policy,"5,400","33,100",6600,-80%,Travel - Airline - Cancellation,Financial Hardship
southwest change flight,"14,800","33,100",6600,-80%,Travel - Airline - Change,Travel Distruption
trip insurance,"27,100","22,200",4400,-80%,Travel - Insurance,Financial Hardship
united cancellation,480,"8,100",1600,-80%,Travel - Airline - Cancellation,Health & Safety
united cancellations,480,"8,100",1600,-80%,Travel - Airline - Cancellation,Health & Safety
how to wash your hands correctly,480,"8,100",1600,-80%,Travel - Airline - Cleanliness,Health & Safety
southwest cancellations,"1,900","14,800",2900,-80%,Travel - Airline - Cancellation,Health & Safety
any flights cancelled,90,720,140,-81%,Travel - Cancellation,Financial Hardship
airline waivers,170,720,140,-81%,Travel - Fees - Waive,Financial Hardship
can i cancel a flight,320,880,170,-81%,Travel - Cancellation - Compensation - Question,Financial Hardship
choice hotels cancellation policy,170,880,170,-81%,Travel - Hotel - Cancellation,Financial Hardship
best trip insurance,"1,300",880,170,-81%,Travel - Insurance - Best,Financial Hardship
what does trip insurance cover,720,880,170,-81%,Travel - Insurance - Question,Financial Hardship
airfare cancellation,10,260,50,-81%,Travel - Cancellation,Financial Hardship
cancel for no reason travel insurance,140,260,50,-81%,Travel - Cancellation - Insurance,Financial Hardship
how to rebook flight,70,260,50,-81%,Travel - Fees - Rebooking - Question,Financial Hardship
how to cancel a hotel reservation without being charged,140,260,50,-81%,Travel - Hotel - Cancellation,Financial Hardship
cancel non refundable hotel,90,260,50,-81%,Travel - Hotel - Refund,Financial Hardship
us travel information,90,260,50,-81%,Travel - Information,Health & Safety
non refundable hotel rooms,40,210,40,-81%,Travel - Hotel - Refund,Financial Hardship
do airlines refund tickets,50,210,40,-81%,Travel - Refund - Question,Financial Hardship
cancel flight within 24 hours,590,480,90,-81%,Travel - Cancellation,Financial Hardship
fly cancel,10,110,20,-82%,Travel - Cancellation,Financial Hardship
dfw airport cancellations,40,110,20,-82%,Travel - Cancellation,Health & Safety
hotel cancellation insurance,90,110,20,-82%,Travel - Cancellation,Financial Hardship
cancel credit card to avoid hotel charge,70,110,20,-82%,Travel - Hotel - Cancellation,Financial Hardship
flight cancelation insurance,70,110,20,-82%,Travel - Insurance - Cancellation,Financial Hardship
what is southwest cancellation policy,110,390,70,-82%,Travel - Airline - Cancellation,Financial Hardship
rebook united flight,50,390,70,-82%,Travel - Airline - Fees - Rebooking,Financial Hardship
cancel hotel booking,70,390,70,-82%,Travel - Hotel - Cancellation,Financial Hardship
what does cruise insurance cover,320,390,70,-82%,Travel - Insurance - Question,Financial Hardship
travel alert new york,20,170,30,-82%,Travel - Airline - News,Financial Hardship
trip cancellation credit card,90,170,30,-82%,Travel - Cancellation,Health & Safety
should i get trip insurance,260,170,30,-82%,Travel - Insurance - Question,Financial Hardship
us travel safety,170,170,30,-82%,Travel - Safe,Health & Safety
united airlines flight change policy,210,"1,000",170,-83%,Travel - Airline - Cancellation - Policy,Financial Hardship
dia flight cancellations,"1,000","1,000",170,-83%,Travel - Cancellation - Compensation,Financial Hardship
american cancelling flights,110,"1,900",320,-83%,Travel - Cancellation,Health & Safety
airline cancellation fees,260,"1,900",320,-83%,Travel - Fees,Financial Hardship
united waiver,590,"3,600",590,-84%,Travel - Airline - Fees - Waive,Financial Hardship
american airlines waiver,320,"3,600",590,-84%,Travel - Airline - Waivers,Financial Hardship
american airlines change flight,"12,100","49,500",8100,-84%,Travel - Airline - Change,Travel Distruption
how to cancel a flight,720,"4,400",720,-84%,Travel - Cancellation - Question,Health & Safety
cancel spirit flight,"3,600","33,100",5400,-84%,Travel - Cancellation - Question,Health & Safety
flight restrictions,"2,900","33,100",5400,-84%,Travel - Restriction,Travel Distruption
airport travel,880,"5,400",880,-84%,Travel - Airport,Health & Safety
travel in the united states,390,"5,400",880,-84%,Travel - Information,Health & Safety
can you get a refund on flights,320,"2,400",390,-84%,Travel - Refund - Question,Financial Hardship
flight insurance cancel for any reason,720,"1,300",210,-84%,Travel - Cancellation,Financial Hardship
spirit airlines travel insurance,210,880,140,-84%,Travel - Airline - Insurance,Financial Hardship
airport flights cancelled,70,880,140,-84%,Travel - Cancellation,Financial Hardship
best travel insurance,"18,100","12,100",1900,-84%,Travel - Insurance - Best,Financial Hardship
delta rebooking fee,110,320,50,-84%,Travel - Airline - Fees - Rebooking,Financial Hardship
cancel for any reason travel insurance cost,320,320,50,-84%,Travel - Cancellation - Insurance,Financial Hardship
hotel cancellation fee,170,320,50,-84%,Travel - Hotel - Cancellation,Financial Hardship
all flights today,140,320,50,-84%,Travel - Information,Travel Distruption
can flights be refunded,30,320,50,-84%,Travel - Refund - Question,Financial Hardship
flight waiver,170,320,50,-84%,Travel - Waivers,Financial Hardship
american airlines reschedule policy,30,260,40,-85%,Travel - Airline - Reschedule,Travel Distruption
last minute cancellations vacation rentals,170,260,40,-85%,Travel - Cancellation,Health & Safety
best trip cancellation insurance,720,720,110,-85%,Travel - Insurance - Cancellation - Best,Financial Hardship
what does travel insurance not cover,390,590,90,-85%,Travel - Insurance - Question,Financial Hardship
travel updates,480,"6,600",1000,-85%,Travel - Information,Travel Distruption
shutdown flights,10,480,70,-85%,Airline - Shut down,Travel Distruption
united flights grounded,30,480,70,-85%,Travel - Airline,Health & Safety
alaska airlines cancellation policy credit,70,480,70,-85%,Travel - Airline - Cancellation - Policy,Financial Hardship
american airlines change flight date,170,480,70,-85%,Travel - Airline - Change,Travel Distruption
american airlines rebooking fee,140,480,70,-85%,Travel - Airline - Fees - Rebooking,Financial Hardship
if your flight is cancelled do you get a refund,30,480,70,-85%,Travel - Cancellation - Question,Health & Safety
cancel hotel reservation non refundable,140,480,70,-85%,Travel - Hotel - Refund,Financial Hardship
non refundable hotel booking,170,480,70,-85%,Travel - Hotel - Refund,Financial Hardship
list of travel bans,70,480,70,-85%,Travel - Travel Ban,Health & Safety
us airlines domestic flights,10,70,10,-86%,Travel - Airline,Health & Safety
changing flights with american airlines,90,210,30,-86%,Travel - Airline - Change,Travel Distruption
change your flight american airlines,50,140,20,-86%,Travel - Airline - Change,Travel Distruption
aircraft disinfectant spray,30,210,30,-86%,Travel - Airline - Cleanliness,Health & Safety
united airlines rebooking fee,50,210,30,-86%,Travel - Airline - Fees - Rebooking,Financial Hardship
airline rebooking fees,10,70,10,-86%,Travel - Airline - Fees - Rebooking,Financial Hardship
air india rebooking fee,40,70,10,-86%,Travel - Airline - Fees - Rebooking,Financial Hardship
southwest rebooking fee,50,70,10,-86%,Travel - Airline - Fees - Rebooking,Financial Hardship
delta airlines rebooking policy,20,140,20,-86%,Travel - Airline - Move/Rebook,Travel Distruption
cancel for any reason coverage,140,210,30,-86%,Travel - Cancellation,Financial Hardship
air cancellations,20,140,20,-86%,Travel - Cancellation,Health & Safety
any canceled flights for today,20,70,10,-86%,Travel - Cancellation,Health & Safety
airfare cancellation insurance,20,70,10,-86%,Travel - Cancellation - Insurance,Financial Hardship
airbnb trip cancellation insurance,30,70,10,-86%,Travel - Cancellation - Insurance,Financial Hardship
travel insurance work cancellation,50,70,10,-86%,Travel - Cancellation - Insurance,Financial Hardship
cancellation of southwest flights,10,70,10,-86%,Travel - Cancellation - Question,Health & Safety
which southwest flights are cancelled,10,70,10,-86%,Travel - Cancellation - Question,Health & Safety
how do i cancel a hotel reservation,10,70,10,-86%,Travel - Hotel - Cancellation,Financial Hardship
how to cancel non refundable hotel,40,140,20,-86%,Travel - Hotel - Refund,Financial Hardship
how to cancel a non refundable hotel,70,140,20,-86%,Travel - Hotel - Refund,Financial Hardship
how to get a refund on a non refundable hotel,20,70,10,-86%,Travel - Hotel - Refund,Financial Hardship
how to get refund on non refundable hotel,20,70,10,-86%,Travel - Hotel - Refund,Financial Hardship
how to get money back from non refundable hotel,30,70,10,-86%,Travel - Hotel - Refund,Financial Hardship
international trip insurance,210,210,30,-86%,Travel - Insurance,Financial Hardship
travel insurance cancellation cover,70,140,20,-86%,Travel - Insurance - Cancellation,Financial Hardship
travel insurance that covers flight cancellation,90,140,20,-86%,Travel - Insurance - Cancellation,Financial Hardship
travel insurance event cancellation,10,70,10,-86%,Travel - Insurance - Cancellation,Health & Safety
best travel insurance for trip cancellation,70,70,10,-86%,Travel - Insurance - Cancellation,Financial Hardship
best travel cancellation insurance,90,70,10,-86%,Travel - Insurance - Cancellation,Financial Hardship
has travel been restricted,0,70,10,-86%,Travel - Restriction,Travel Distruption
what countries on travel ban,10,70,10,-86%,Travel - Travel Ban - Question,Health & Safety
travel waiver form,30,70,10,-86%,Travel - Waivers,Financial Hardship
spirit airlines insurance,320,"1,000",140,-86%,Travel - Airline - Insurance,Financial Hardship
cancel for any reason,720,"1,000",140,-86%,Travel - Cancellation,Financial Hardship
cancel for any reason insurance,720,"1,900",260,-86%,Travel - Cancellation,Financial Hardship
spirit cancellation,480,"4,400",590,-87%,Travel - Airline - Cancellation,Financial Hardship
airport quarantine,"1,000","4,400",590,-87%,Travel - Airport - Quarantine,Health & Safety
american flight cancellations,210,"4,400",590,-87%,Travel - Cancellation,Financial Hardship
jetblue cancellation,"1,900","49,500",6600,-87%,Travel - Airline - Cancellation,Financial Hardship
how to change delta flight,880,"2,400",320,-87%,Travel - Airline - Change - Question,Travel Distruption
proper hand washing steps,880,"6,600",880,-87%,Travel - Airline - Cleanliness,Health & Safety
cdc international travel,590,"3,600",480,-87%,Travel - CDC,Health & Safety
is it safe to travel,"6,600","40,500",5400,-87%,Travel - Safe - Question,Health & Safety
delta change flight,"9,900","33,100",4400,-87%,Travel - Airline - Change,Travel Distruption
current travel bans,"2,400","18,100",2400,-87%,Travel - Travel Ban,Health & Safety
delta change fee waiver,720,"9,900",1300,-87%,Travel - Waivers,Financial Hardship
us state department travel alerts,880,"1,600",210,-87%,Travel - Advisory,Health & Safety
travel ban news,390,"1,600",210,-87%,Travel - Travel Ban,Travel Distruption
delta ticket change,320,"1,300",170,-87%,Travel - Airline - Ticket,Financial Hardship
cancel anytime travel insurance,720,"1,300",170,-87%,Travel - Insurance - Cancellation,Financial Hardship
trumps travel ban,"3,600","14,800",1900,-87%,Travel - Travel Ban,Health & Safety
american airlines recent news,110,390,50,-87%,Travel - Airline - News,Health & Safety
does my credit card have travel insurance,260,390,50,-87%,Travel - Insurance - Credit,Financial Hardship
if airline cancels flight refund,10,880,110,-88%,Travel - Airline - Cancellation - Question,Health & Safety
united airlines delays,480,320,40,-88%,Travel - Airline - Delay,Travel Distruption
compensation if flight cancelled,10,720,90,-88%,Travel - Arline - Cancellation - Compensation,Financial Hardship
delta change reservation,210,590,70,-88%,Travel - Airline - Cancellation,Financial Hardship
american airlines how to change flight,110,590,70,-88%,Travel - Airline - Change,Travel Distruption
can i change my delta flight,260,590,70,-88%,Travel - Airline - Change - Question,Travel Distruption
airline advisory,40,170,20,-88%,Travel - Airline - Advisory,Health & Safety
jfk airport news update,10,170,20,-88%,Travel - Airline - News,Financial Hardship
delta risk free cancellation,90,170,20,-88%,Travel - Cancellation,Health & Safety
are united airlines flights cancelled,10,260,30,-88%,Travel - Airline - Cancellation,Health & Safety
is it safe to fly to europe right now,480,260,30,-88%,Travel - Safe - Question,Health & Safety
airlines that allow cancellations,20,90,10,-89%,Travel - Airline - Cancellation,Health & Safety
best way to disinfect airplane seat,110,90,10,-89%,Travel - Airline - Cleanliness,Health & Safety
travel news airports,10,90,10,-89%,Travel - Airport - Security,Health & Safety
flight insurance for any reason,30,90,10,-89%,Travel - Cancellation - Insurance,Financial Hardship
how to cancel american flight,10,90,10,-89%,Travel - Cancellation - Question,Health & Safety
hotel reservation free cancellation,40,90,10,-89%,Travel - Hotel - Cancellation,Financial Hardship
which countries are banned from us,20,90,10,-89%,Travel - Information - Question,Health & Safety
covered trip cancellation,90,90,10,-89%,Travel - Insurance - Cancellation,Financial Hardship
new flight restrictions to usa,10,90,10,-89%,Travel - Restriction,Travel Distruption
delta airlines change fee,590,"2,900",320,-89%,Travel - Airline - Change,Travel Distruption
airline change fees,320,"2,900",320,-89%,Travel - Airline - Fees - Change,Financial Hardship
flight cancellations,"14,800","246,000",27100,-89%,Travel - Cancellation,Financial Hardship
united flight alerts,320,"1,000",110,-89%,Travel - Airline,Health & Safety
plane cancellations,140,"1,000",110,-89%,Travel - Cancellation,Financial Hardship
can i cancel my cruise,210,"1,000",110,-89%,Travel - Criuse - Cancellation,Financial Hardship
travel to europe,"8,100","74,000",8100,-89%,Travel - Information,Travel Distruption
current travel advisories,720,"5,400",590,-89%,Travel - Advisory/Warning,Health & Safety
are ny airports closed,10,"5,400",590,-89%,Travel - Airline - Cancellation,Financial Hardship
jetblue cancellation fee waived,590,"6,600",720,-89%,Travel - Airline - Cancellation - Waiver,Financial Hardship
delta waiver,590,"4,400",480,-89%,Travel - Airline - Waiver,Financial Hardship
should you travel right now,590,"4,400",480,-89%,Travel - Question - Question,Financial Hardship
american airlines change fee waiver,110,"8,100",880,-89%,Travel - Airline - Waivers,Financial Hardship
american airlines travel waiver,590,"2,400",260,-89%,Travel - Airline - Waivers,Financial Hardship
best cancel for any reason travel insurance,"1,600","2,400",260,-89%,Travel - Insurance - Cancellation,Health & Safety
is it safe to travel to nyc right now,320,"2,400",260,-89%,Travel - Safe - Question,Health & Safety
president trump travel ban,260,"3,600",390,-89%,Travel - Travel Ban,Financial Hardship
american airlines flight change fee waiver,880,"3,600",390,-89%,Travel - Waivers,Financial Hardship
united flight cancellations today,90,"1,300",140,-89%,Travel - Airline - Cancellation,Health & Safety
airline cancellations,"1,600","27,100",2900,-89%,Travel - Cancellation,Financial Hardship
travel insurance for any reason,720,"1,600",170,-89%,Travel - Insurance - Cancellation,Financial Hardship
united travel alerts,320,480,50,-90%,Travel - Airline,Health & Safety
jfk airport quarantine,140,480,50,-90%,Travel - Airport - Quarantine,Health & Safety
united rebooking fee,70,390,40,-90%,Travel - Airline - Fees - Rebooking,Financial Hardship
does southwest refund flights,170,390,40,-90%,Travel - Airline - Refund,Financial Hardship
closing of borders,10,390,40,-90%,Travel - Borders,Travel Distruption
jfk cancellations,70,390,40,-90%,Travel - Cancellation,Health & Safety
cancelling a non refundable flight,170,390,40,-90%,Travel - Refund,Financial Hardship
travel updates usa,10,390,40,-90%,Travel - Travel Ban,Health & Safety
plane quarantine,590,880,90,-90%,Travel - Plane - Flu,Health & Safety
united change fee waiver,590,"9,900",1000,-90%,Travel - Airline - Waivers,Financial Hardship
is it safe to go to california right now,110,720,70,-90%,Travel - Safe - Question,Health & Safety
flight advisories,50,210,20,-90%,Travel - Advisory,Health & Safety
spirit airlines cancel my flight,20,210,20,-90%,Travel - Airline - Cancellation,Health & Safety
list of cancelled flights today,20,210,20,-90%,Travel - Cancellation,Financial Hardship
airline ticket insurance cancel for any reason,90,210,20,-90%,Travel - Cancellation,Financial Hardship
trip cancelation insurance,260,210,20,-90%,Travel - Cancellation,Financial Hardship
can i cancel a non refundable hotel booking,50,210,20,-90%,Travel - Hotel - Refund,Financial Hardship
united states air travel restrictions,30,320,30,-91%,Travel - Airline - Travel Ban,Travel Distruption
us health travel advisories,70,110,10,-91%,Travel - Advisory,Health & Safety
southwest flight cancellation fee,30,110,10,-91%,Travel - Airline - Cancellation,Health & Safety
united airlines rebook flight,10,110,10,-91%,Travel - Airline - Fees - Rebooking,Financial Hardship
jetblue rebooking fee,40,110,10,-91%,Travel - Airline - Fees - Rebooking,Financial Hardship
southwest travel alerts,50,110,10,-91%,Travel - Airline - News,Financial Hardship
airline warnings,20,110,10,-91%,Travel - Airline - Warning,Health & Safety
my flight was cancelled now what,10,110,10,-91%,Travel - Cancellation,Financial Hardship
current travel ban countries,50,110,10,-91%,Travel - Travel Ban,Health & Safety
domestic travel in the us,30,"2,900",260,-91%,Travel - Airline,Travel Distruption
travel ban mexico,"1,600","74,000",6600,-91%,Travel - Travel Ban,Travel Distruption
travel cancellation,480,"3,600",320,-91%,Travel - Cancellation,Financial Hardship
air travel in usa,170,"8,100",720,-91%,Travel - Information,Health & Safety
delta flight change fee,"3,600","4,400",390,-91%,Travel - Airline - Change,Travel Distruption
trump travel restrictions,"2,900","18,100",1600,-91%,Travel - Restriction,Travel Distruption
airport cancellations,260,"1,600",140,-91%,Travel - Cancellation,Financial Hardship
delta travel alerts,320,590,50,-92%,Travel - Alert,Health & Safety
virgin flight cancellation,170,"1,300",110,-92%,Travel - Cancellation,Health & Safety
have flights been cancelled,30,"1,300",110,-92%,Travel - Cancellation - Question,Financial Hardship
united airlines change fee waived,20,480,40,-92%,Travel - Waivers,Financial Hardship
air travel warnings,50,260,20,-92%,Travel - Airline - News,Financial Hardship
do not travel warning,50,260,20,-92%,Travel - Travel Ban,Health & Safety
domestic flights,"5,400","301,000",22200,-93%,Travel - Airline,Travel Distruption
cdc travel advisory,"165,000","301,000",22200,-93%,Travel - CDC,Health & Safety
cancel travel,210,"1,900",140,-93%,Travel - Cancellation,Financial Hardship
will my flight be cancelled,480,"6,600",480,-93%,Travel - Cancellation - Question,Health & Safety
can you cancel a flight,"1,600","4,400",320,-93%,Travel - Cancellation - Question,Health & Safety
all flights cancelled,210,"4,400",320,-93%,Travel - Information,Travel Distruption
spirit cancellation policy,"5,400","22,200",1600,-93%,Travel - Airline - Cancellation,Health & Safety
flights cancelled today,"1,900","18,100",1300,-93%,Travel - Cancellation,Health & Safety
flight cancellations today,"1,900","18,100",1300,-93%,Travel - Cancellation,Financial Hardship
spring break travel warnings,10,140,10,-93%,Travel - Advisory,Health & Safety
american air travel advisory,20,140,10,-93%,Travel - Airline - Advisory,Health & Safety
are flights canceled today,10,140,10,-93%,Travel - Cancellation,Health & Safety
countries affected by the travel ban,30,140,10,-93%,Travel - Travel Ban,Health & Safety
countries not allowed to travel to usa,720,"2,400",170,-93%,Travel - Travel Ban,Health & Safety
alaska airlines change fee waiver,140,"2,400",170,-93%,Travel - Waivers,Financial Hardship
travel insurance with cancel for any reason coverage,590,720,50,-93%,Travel - Cancellation - Insurance,Financial Hardship
border closed down,30,"1,600",110,-93%,Travel - Close,Health & Safety
us gov travel warnings,210,320,20,-94%,Travel - Advisory,Health & Safety
united airlines travel notices,50,320,20,-94%,Travel - Airline,Travel Distruption
spirit travel advisory,70,480,30,-94%,Travel - Airline - News,Financial Hardship
what flights have been cancelled,20,480,30,-94%,Travel - Cancellation - Question,Financial Hardship
trip cancellation insurance for any reason,"6,600","12,100",720,-94%,Travel - Insurance - Cancellation,Financial Hardship
delta travel advisory,"2,900","8,100",480,-94%,Travel - Airline - Advisory,Health & Safety
how many flights cancelled today,210,"8,100",480,-94%,Travel - Cancellation - Question,Health & Safety
will airlines refund tickets,320,"6,600",390,-94%,Travel - Refund - Question,Financial Hardship
sanitizing wipes for airplane,110,170,10,-94%,Travel - Airline - Cleanliness,Health & Safety
air flights cancelled today,20,170,10,-94%,Travel - Cancellation,Health & Safety
can i cancel my hotel reservation,30,170,10,-94%,Travel - Hotel - Cancellation,Financial Hardship
how to cancel non refundable hotel reservations,50,170,10,-94%,Travel - Hotel - Cancellation,Financial Hardship
is it safe to travel abroad right now,260,170,10,-94%,Travel - Safe - Question,Health & Safety
traveling within the us,"1,000","22,200",1300,-94%,Travel - Information,Health & Safety
spirit air cancellation policy,140,880,50,-94%,Travel - Airline - Cancellation,Health & Safety
how to disinfect airplane seat,260,720,40,-94%,Travel - Airline - Cleanliness,Health & Safety
current travel warnings,480,"1,300",70,-95%,Travel - Advisory/Warning,Health & Safety
domestic travel restrictions,390,"90,500",4400,-95%,Travel - Airline,Travel Distruption
flights being cancelled,320,"6,600",320,-95%,Travel - Cancellation,Financial Hardship
new travel ban,"5,400","6,600",320,-95%,Travel - News,Health & Safety
new york flights cancelled today,320,"5,400",260,-95%,Travel - Cancellation,Financial Hardship
cancel anytime trip insurance,90,210,10,-95%,Travel - Cancellation - Insurance,Financial Hardship
hotel cancellation website,10,210,10,-95%,Travel - Hotel - Cancellation,Financial Hardship
air flight cancellations,40,"1,900",90,-95%,Travel - Cancellation,Financial Hardship
is it safe to travel to europe,"8,100","1,900",90,-95%,Travel - Safe - Question,Health & Safety
airline shut down,260,"40,500",1900,-95%,Airline - Shut down,Health & Safety
southwest cancelling flights today,110,880,40,-95%,Travel - Airline - Cancellation,Health & Safety
flight cancellations tomorrow,590,"8,100",320,-96%,Travel - Cancellation,Financial Hardship
should i cancel my flight,880,"9,900",390,-96%,Travel - Cancellation - Question,Health & Safety
cdc travel warnings,"12,100","33,100",1300,-96%,Travel - CDC,Health & Safety
airline cancellations today,50,"1,900",70,-96%,Travel - Airline - Cancellation,Health & Safety
air travel cancellations,50,"1,900",70,-96%,Travel - Cancellation,Health & Safety
any flights cancelled today,90,590,20,-97%,Travel - Cancellation,Financial Hardship
airlines cancelling flights,"1,600","110,000",3600,-97%,Travel - Airline - Cancellation,Health & Safety
is it safe to travel to california,"2,400","22,200",720,-97%,Travel - Safe - Question,Health & Safety
cdc travel alerts,"4,400","9,900",320,-97%,Travel - CDC,Health & Safety
can i get a refund for my flight,10,"5,400",170,-97%,Travel - Refund - Question,Financial Hardship
travel restrictions for us citizens,"9,900","60,500",1900,-97%,Travel - Restriction,Travel Distruption
airlines cancelling flights today,40,320,10,-97%,Travel - Airline - Cancellation,Health & Safety
united airlines flight change fee waiver,10,320,10,-97%,Travel - Airline - Fees - Waive,Financial Hardship
are any flights cancelled today,20,320,10,-97%,Travel - Cancellation,Health & Safety
border closure news,10,"1,600",50,-97%,Travel - News,Health & Safety
europe flights cancelled,590,"33,100",1000,-97%,Travel - Cancellation,Financial Hardship
travel restrictions for american citizens,40,720,20,-97%,Travel - Restriction,Travel Distruption
domestic air travel,480,"60,500",1600,-97%,Travel - Air Travel/Flights,Health & Safety
delta airlines waive change fee,70,880,20,-98%,Travel - Fees - Waive,Financial Hardship
cdc travel recommendations,"4,400","60,500",1300,-98%,Travel - CDC,Health & Safety
level three travel advisory,210,"1,900",40,-98%,Travel - Advisory,Health & Safety
should i cancel my trip to london,210,"1,000",20,-98%,Travel - Cancellation - Question,Health & Safety
new us travel ban,390,590,10,-98%,Travel - News,Health & Safety
american airlines waive change fee,140,"5,400",90,-98%,Travel - Airline - Waivers,Financial Hardship
will flights be cancelled tomorrow,50,720,10,-99%,Travel - Cancellation - Question,Financial Hardship
countries affected by travel ban,90,720,10,-99%,Travel - Travel Ban,Health & Safety
are airline prices going down,40,"2,400",30,-99%,Travel - Airline - Prices,Financial Hardship
